GpsNumber,GpsDescription,GPSTime,SMSTime,Year,Month,Day,Hour,Minute,BatteryVoltage,GSMSignal,Activity,Temperature,lat,lon,Type,LandCover,DownDate,Direction_Abs,StepLength,Direction_Rel,Speed,Interval,Class
48536501395,coyo03,1/26/2022 12:00,1/26/2022 13:02,2022,1,26,12,0,4.13,13,0.066577342,16,34.283099,-118.76545,GSM,Urban,1/26/2022,-107.9177492,9.881609615,-154.3435577,0.009403594,21644,8
48536501395,coyo03,1/26/2022 13:04,1/27/2022 13:20,2022,1,26,13,4,4.14,,,,34.28306667,-118.76535,GPRS,Urban,1/27/2022,-7.914164514,415.0162513,100.0035847,0.415016251,3783,5
48536501395,coyo03,1/26/2022 14:04,1/27/2022 13:20,2022,1,26,14,4,4.13,,,,34.28678333,-118.7648333,GPRS,Urban,1/27/2022,-0.865865255,2202.089172,7.048299259,2.16598935,3600,5
48536501395,coyo03,1/26/2022 15:05,1/27/2022 13:20,2022,1,26,15,5,4.12,,,,34.30663333,-118.7645333,GPRS,Shrub,1/27/2022,50.8560136,92.40759922,51.72187885,0.090892721,3660,7
48536501395,coyo03,1/26/2022 16:06,1/27/2022 13:20,2022,1,26,16,6,4.14,,,,34.30721667,-118.76525,GPRS,Shrub,1/27/2022,-116.5650512,32.24076205,-167.4210648,0.031712225,3660,3
48536501395,coyo03,1/26/2022 17:07,1/27/2022 13:20,2022,1,26,17,7,4.13,,,,34.30706667,-118.76495,GPRS,Shrub,1/27/2022,116.5650515,3.582309455,-126.8698974,0.001837082,3660,3
48536501395,coyo03,1/26/2022 19:04,1/27/2022 13:20,2022,1,26,19,4,4.13,,,,34.30705,-118.7649833,GPRS,Shrub,1/27/2022,-38.65980799,11.09553754,-155.2248594,0.010913643,7020,3
48536501395,coyo03,1/26/2022 20:05,1/27/2022 13:20,2022,1,26,20,5,4.14,,,,34.30713333,-118.7649167,GPRS,Shrub,1/27/2022,-175.4260786,46.32171278,-136.7662707,0.04556234,3660,3
48536501395,coyo03,1/26/2022 21:06,1/27/2022 13:20,2022,1,26,21,6,4.13,,,,34.30671667,-118.7648833,GPRS,Shrub,1/27/2022,-2.642545294,120.2600491,172.7835334,0.118288573,3660,3
48536501395,coyo03,1/26/2022 22:07,1/27/2022 13:20,2022,1,26,22,7,4.13,,,,34.3078,-118.7648333,GPRS,Shrub,1/27/2022,163.4126614,89.50875072,166.0552067,0.088041394,3660,3
48536501395,coyo03,1/26/2022 23:08,1/27/2022 13:20,2022,1,26,23,8,4.13,,,,34.30701667,-118.7650667,GPRS,Shrub,1/27/2022,36.86989767,8.710477555,-126.5427637,0.010050551,3660,3
48536501395,coyo03,1/27/2022 0:00,1/27/2022 13:20,2022,1,27,0,0,4.14,,,,34.30708333,-118.7651167,GPRS,Shrub,1/27/2022,-116.565038,0.071646198,-153.4349357,0.005263802,3120,3
48536501395,coyo03,1/27/2022 0:00,1/27/2022 13:01,2022,1,27,0,0,4.13,8,28.20408163,21,34.307083,-118.765116,GSM,Shrub,1/27/2022,33.86541736,12.73923911,150.4304554,0.012700432,49,3
48536501395,coyo03,1/27/2022 1:01,1/27/2022 13:20,2022,1,27,1,1,4.13,,,,34.30718333,-118.7651833,GPRS,Shrub,1/27/2022,18.43494916,5.754670808,-15.4304682,0.005660332,3611,3
48536501395,coyo03,1/27/2022 2:02,1/27/2022 13:20,2022,1,27,2,2,4.13,,,,34.30723333,-118.7652,GPRS,Shrub,1/27/2022,50.19442891,65.22741746,31.75947975,0.065227417,3660,7
48536501395,coyo03,1/27/2022 3:02,1/27/2022 13:20,2022,1,27,3,2,4.13,,,,34.30765,-118.7657,GPRS,Shrub,1/27/2022,94.39309527,1203.320314,44.19866637,1.183593752,3600,7
48536501395,coyo03,1/27/2022 4:03,1/27/2022 13:20,2022,1,27,4,3,4.13,,,,34.30665,-118.7787167,GPRS,Shrub,1/27/2022,-48.7429883,2417.636583,-143.1360836,2.378003197,3660,3
48536501395,coyo03,1/27/2022 5:04,1/27/2022 13:20,2022,1,27,5,4,4.12,,,,34.32248333,-118.7606667,GPRS,Cropland,1/27/2022,35.00102472,1825.95532,83.74401302,1.9563807,3660,1
48536501395,coyo03,1/27/2022 6:00,1/27/2022 13:20,2022,1,27,6,0,4.13,,,,34.33671667,-118.7706333,GPRS,Tree Open,1/27/2022,-153.4349735,0.080061042,171.5640018,0.026201796,3360,6
48536501395,coyo03,1/27/2022 6:00,1/27/2022 13:01,2022,1,27,6,0,4.13,8,125.6363636,10,34.336716,-118.770633,GSM,Tree Open,1/27/2022,-68.12911025,1994.999836,85.30586324,2.001114352,11,2
48536501395,coyo03,1/27/2022 7:00,1/27/2022 13:20,2022,1,27,7,0,4.12,,,,34.34455,-118.7511167,GPRS,Cropland,1/27/2022,-122.932231,171.2209626,-54.80312078,0.168414062,3589,1
48536501395,coyo03,1/27/2022 8:01,1/27/2022 13:20,2022,1,27,8,1,4.13,,,,34.3436,-118.74965,GPRS,Cropland,1/27/2022,-160.0962505,111.9624314,-37.16401943,0.111962431,3660,1
48536501395,coyo03,1/27/2022 9:01,1/27/2022 13:20,2022,1,27,9,1,4.13,,,,34.34263333,-118.7493,GPRS,Cropland,1/27/2022,-109.3677398,1312.494888,50.72851071,1.312494888,3600,1
48536501395,coyo03,1/27/2022 10:01,1/27/2022 13:20,2022,1,27,10,1,4.12,,,,34.33801667,-118.7361667,GPRS,Cropland,1/27/2022,-110.6934175,1846.978476,-1.325677701,1.816700141,3600,1
48536501395,coyo03,1/27/2022 11:02,1/27/2022 13:20,2022,1,27,11,2,4.12,,,,34.33111667,-118.7179,GPRS,Herbaceous with Sparse Tree/Shrub,1/27/2022,12.22182982,520.321566,122.9152473,0.538263689,3660,7
48536501395,coyo03,1/27/2022 12:00,1/27/2022 13:20,2022,1,27,12,0,4.13,,,,34.33573333,-118.7189,GPRS,Cropland,1/27/2022,180,0.036976151,167.7781702,0.008319634,3480,7
48536501395,coyo03,1/27/2022 12:00,1/27/2022 13:01,2022,1,27,12,0,4.13,8,86.375,10,34.335733,-118.7189,GSM,Cropland,1/27/2022,98.53571345,1412.076247,-81.46428655,1.062599183,16,1
48536501395,coyo03,1/27/2022 13:20,1/28/2022 13:10,2022,1,27,13,20,4.12,,,,34.33346667,-118.734,GPRS,Cropland,1/28/2022,11.85300415,152.0061371,-86.68270929,0.149514233,4784,8
48536501395,coyo03,1/27/2022 14:21,1/28/2022 13:10,2022,1,27,14,21,4.12,,,,34.33481667,-118.7342833,GPRS,Cropland,1/28/2022,10.12467168,209.3259894,-1.728332479,0.209325989,3660,7
48536501395,coyo03,1/27/2022 15:21,1/28/2022 13:10,2022,1,27,15,21,4.12,,,,34.33668333,-118.7346167,GPRS,Cropland,1/28/2022,-26.56505124,28.02136445,-36.68972291,0.027561998,3600,8
48536501395,coyo03,1/27/2022 16:22,1/28/2022 13:10,2022,1,27,16,22,4.13,,,,34.33691667,-118.7345,GPRS,Cropland,1/28/2022,104.9314172,72.49224971,131.4964684,0.07249225,3660,8
48536501395,coyo03,1/27/2022 17:22,1/28/2022 13:10,2022,1,27,17,22,4.12,,,,34.33671667,-118.73525,GPRS,Cropland,1/28/2022,-119.0546041,16.6123377,136.0139787,0.026230007,3600,8
48536501395,coyo03,1/27/2022 18:00,1/28/2022 13:10,2022,1,27,18,0,4.13,,,,34.33663333,-118.7351,GPRS,Cropland,1/28/2022,-108.4349474,0.099169997,10.61965676,0.022313249,2280,8
48536501395,coyo03,1/27/2022 18:00,1/28/2022 13:01,2022,1,27,18,0,4.13,4,111.6875,22,34.336633,-118.735099,GSM,Cropland,1/28/2022,-25.30866955,41.74497384,83.12627781,0.041931335,16,8
48536501395,coyo03,1/27/2022 19:00,1/28/2022 13:10,2022,1,27,19,0,4.13,,,,34.33698333,-118.7349333,GPRS,Cropland,1/28/2022,128.8533743,76.96031214,154.1620439,0.075698668,3584,8
48536501395,coyo03,1/27/2022 20:01,1/28/2022 13:10,2022,1,27,20,1,4.13,,,,34.3365,-118.7355333,GPRS,Cropland,1/28/2022,-74.05460403,11.3544755,157.0920216,0.011354476,3660,8
48536501395,coyo03,1/27/2022 21:01,1/28/2022 13:10,2022,1,27,21,1,4.13,,,,34.33653333,-118.7354167,GPRS,Cropland,1/28/2022,59.03624336,18.92771933,133.0908474,0.018617429,3600,8
48536501395,coyo03,1/27/2022 22:02,1/28/2022 13:10,2022,1,27,22,2,4.13,,,,34.33663333,-118.7355833,GPRS,Cropland,1/28/2022,-143.3658861,84.71730724,157.5978705,0.084717307,3660,8
48536501395,coyo03,1/27/2022 23:02,1/28/2022 13:10,2022,1,27,23,2,4.13,,,,34.33598333,-118.7351,GPRS,Cropland,1/28/2022,42.39743779,53.34270415,-174.2366761,0.055182108,3600,8
48536501395,coyo03,1/28/2022 0:00,1/28/2022 13:10,2022,1,28,0,0,4.13,,,,34.33636667,-118.73545,GPRS,Cropland,1/28/2022,-123.6900689,0.11805275,-166.0875067,0.010365607,3480,8
48536501395,coyo03,1/28/2022 0:00,1/28/2022 13:01,2022,1,28,0,0,4.13,4,43.58536585,19,34.336366,-118.735449,GSM,Cropland,1/28/2022,-135.2938223,4.688629623,-11.60375333,0.004664014,41,8
48536501395,coyo03,1/28/2022 1:01,1/28/2022 13:10,2022,1,28,1,1,4.13,,,,34.33633333,-118.7354167,GPRS,Cropland,1/28/2022,-151.4557527,369.1536457,-16.16193042,0.369153646,3619,7
48536501395,coyo03,1/28/2022 2:01,1/28/2022 13:10,2022,1,28,2,1,4.12,,,,34.3333,-118.7337667,GPRS,Cropland,1/28/2022,8.287941559,473.0132695,159.7436942,0.47301327,3600,4
48536501395,coyo03,1/28/2022 3:01,1/28/2022 13:10,2022,1,28,3,1,4.12,,,,34.33753333,-118.7343833,GPRS,Cropland,1/28/2022,173.8533743,482.6043302,165.5654328,0.474692784,3600,8
48536501395,coyo03,1/28/2022 4:02,1/28/2022 13:10,2022,1,28,4,2,4.13,,,,34.3332,-118.73485,GPRS,Cropland,1/28/2022,125.5793474,1316.433416,-48.27402689,1.316433416,3660,7
48536501395,coyo03,1/28/2022 5:02,1/28/2022 13:10,2022,1,28,5,2,4.12,,,,34.32545,-118.7456833,GPRS,Tree Open,1/28/2022,149.773126,3217.881134,24.1937786,3.328842552,3600,2
48536501395,coyo03,1/28/2022 6:00,1/28/2022 13:10,2022,1,28,6,0,4.13,,,,34.29933333,-118.7609,GPRS,Shrub,1/28/2022,180,0.036975931,30.22687395,0.011092779,3480,8
48536501395,coyo03,1/28/2022 6:00,1/28/2022 13:01,2022,1,28,6,0,4.13,4,148.9166667,16,34.299333,-118.7609,GSM,Shrub,1/28/2022,165.2418651,1867.829095,-14.75813492,1.874076015,12,7
48536501395,coyo03,1/28/2022 7:00,1/28/2022 13:10,2022,1,28,7,0,4.12,,,,34.28288333,-118.7652333,GPRS,Urban,1/28/2022,96.08233669,188.7606783,-69.15952839,0.185666241,3588,5
48536501395,coyo03,1/28/2022 8:01,1/28/2022 13:10,2022,1,28,8,1,4.12,,,,34.28266667,-118.7672667,GPRS,Urban,1/28/2022,-83.40008302,187.4849069,-179.4824197,0.187484907,3660,5
48536501395,coyo03,1/28/2022 9:01,1/28/2022 13:10,2022,1,28,9,1,4.12,,,,34.2829,-118.76525,GPRS,Urban,1/28/2022,79.82448916,1040.958035,163.2245722,1.023893149,3600,5
48536501395,coyo03,1/28/2022 10:02,1/28/2022 13:10,2022,1,28,10,2,4.12,,,,34.28488333,-118.7763,GPRS,Tree Open,1/28/2022,-99.28645323,1157.432178,-179.1109424,1.157432178,3660,5
48536501395,coyo03,1/28/2022 11:02,1/28/2022 13:10,2022,1,28,11,2,4.12,,,,34.28286667,-118.7639667,GPRS,Urban,1/28/2022,-15.00271603,946.9912245,84.28373721,0.979646094,3600,5
48536501395,coyo03,1/28/2022 12:00,1/28/2022 13:10,2022,1,28,12,0,4.13,,,,34.2912,-118.7617333,GPRS,Urban,1/28/2022,-161.5650689,0.11509468,-146.5623529,0.013811362,3480,8
48536501395,coyo03,1/28/2022 12:00,1/28/2022 13:01,2022,1,28,12,0,4.13,4,59.56666667,15,34.291199,-118.761733,GSM,Urban,1/28/2022,11.94349254,1792.711983,173.5085614,1.525712326,30,5
48536501395,coyo03,1/28/2022 13:11,1/29/2022 13:10,2022,1,28,13,11,4.12,,,,34.30711667,-118.7651,GPRS,Shrub,1/29/2022,-139.3987054,15.88139765,-151.3421979,0.015621047,4230,3
48536501395,coyo03,1/28/2022 14:12,1/29/2022 13:10,2022,1,28,14,12,4.12,,,,34.307,-118.765,GPRS,Shrub,1/29/2022,41.26860301,112.0658372,-179.3326916,0.112065837,3660,3
48536501395,coyo03,1/28/2022 15:12,1/29/2022 13:10,2022,1,28,15,12,4.12,,,,34.30781667,-118.7657167,GPRS,Shrub,1/29/2022,-139.0444856,120.7549658,179.6869114,0.118775376,3600,3
48536501395,coyo03,1/28/2022 16:13,1/29/2022 13:10,2022,1,28,16,13,4.12,,,,34.30693333,-118.76495,GPRS,Shrub,1/29/2022,-18.43494916,5.754671802,120.6095364,0.005660333,3660,3
48536501395,coyo03,1/28/2022 17:14,1/29/2022 13:10,2022,1,28,17,14,4.12,,,,34.30698333,-118.7649333,GPRS,Shrub,1/29/2022,-146.3099327,6.338566589,-127.8749836,0.008267696,3660,3
48536501395,coyo03,1/28/2022 18:00,1/29/2022 13:10,2022,1,28,18,0,4.13,,,,34.30693333,-118.7649,GPRS,Shrub,1/29/2022,180,0.036975977,-33.69006727,0.007005975,2760,3
48536501395,coyo03,1/28/2022 18:00,1/29/2022 13:01,2022,1,28,18,0,4.13,11,84.05263158,19,34.306933,-118.7649,GSM,Shrub,1/29/2022,129.6926732,13.01935041,-50.30732685,0.012872744,19,3
48536501395,coyo03,1/28/2022 19:01,1/29/2022 13:10,2022,1,28,19,1,4.13,,,,34.30685,-118.765,GPRS,Shrub,1/29/2022,-66.37062229,27.74958563,163.9367046,0.027749586,3641,3
48536501395,coyo03,1/28/2022 20:01,1/29/2022 13:10,2022,1,28,20,1,4.12,,,,34.30696667,-118.7647333,GPRS,Shrub,1/29/2022,90,41.42301523,156.3706223,0.040743949,3600,3
48536501395,coyo03,1/28/2022 21:02,1/29/2022 13:10,2022,1,28,21,2,4.12,,,,34.30696667,-118.7651833,GPRS,Shrub,1/29/2022,172.0565282,80.02951444,82.05652819,0.080029514,3660,7
48536501395,coyo03,1/28/2022 22:02,1/29/2022 13:10,2022,1,28,22,2,4.13,,,,34.30625,-118.7652833,GPRS,Shrub,1/29/2022,-30.25643713,98.59279672,157.6870347,0.098592797,3600,3
48536501395,coyo03,1/28/2022 23:02,1/29/2022 13:10,2022,1,28,23,2,4.13,,,,34.30705,-118.7648167,GPRS,Shrub,1/29/2022,159.362453,149.1481522,-170.3811098,0.154291192,3600,3
48536501395,coyo03,1/29/2022 0:00,1/29/2022 13:10,2022,1,29,0,0,4.13,,,,34.30576667,-118.7653,GPRS,Shrub,1/29/2022,180,0.073951951,20.63754697,0.004590121,3480,3
48536501395,coyo03,1/29/2022 0:00,1/29/2022 13:01,2022,1,29,0,0,4.13,11,27.53448276,20,34.305766,-118.7653,GSM,Shrub,1/29/2022,-129.1879781,559.1834624,50.81202191,0.558872977,58,7
48536501395,coyo03,1/29/2022 1:01,1/29/2022 13:10,2022,1,29,1,1,4.12,,,,34.30223333,-118.7609667,GPRS,Shrub,1/29/2022,167.6652829,1469.374155,-63.14673897,1.469374155,3602,7
48536501395,coyo03,1/29/2022 2:01,1/29/2022 13:10,2022,1,29,2,1,4.12,,,,34.2892,-118.7638167,GPRS,Urban,1/29/2022,168.0887846,720.7358475,0.423501626,0.708920506,3600,5
48536501395,coyo03,1/29/2022 3:02,1/29/2022 13:10,2022,1,29,3,2,4.13,,,,34.2828,-118.7651667,GPRS,Urban,1/29/2022,32.00538311,16.66225511,-136.0834015,0.016662255,3660,8
48536501395,coyo03,1/29/2022 4:02,1/29/2022 13:10,2022,1,29,4,2,4.13,,,,34.28293333,-118.76525,GPRS,Urban,1/29/2022,1.548157731,68.42251105,-30.45722538,0.067300831,3600,8
48536501395,coyo03,1/29/2022 5:03,1/29/2022 13:10,2022,1,29,5,3,4.13,,,,34.28355,-118.7652667,GPRS,Urban,1/29/2022,-66.2904011,585.0807322,-67.83855883,0.615874455,3660,5
48536501395,coyo03,1/29/2022 6:00,1/29/2022 13:10,2022,1,29,6,0,4.13,,,,34.28601667,-118.75965,GPRS,Urban,1/29/2022,180,0.073951713,-113.7095989,0.020478936,3420,5
48536501395,coyo03,1/29/2022 6:00,1/29/2022 13:01,2022,1,29,6,0,4.13,11,122.8461538,15,34.286016,-118.75965,GSM,Urban,1/29/2022,128.433498,473.4404031,-51.56650205,0.475156245,13,5
48536501395,coyo03,1/29/2022 7:00,1/29/2022 13:10,2022,1,29,7,0,4.12,,,,34.28306667,-118.7633667,GPRS,Urban,1/29/2022,90.61080607,719.7966273,-37.82269188,0.707996683,3587,5
48536501395,coyo03,1/29/2022 8:01,1/29/2022 13:10,2022,1,29,8,1,4.12,,,,34.28298333,-118.7711833,GPRS,Urban,1/29/2022,93.02724518,319.8488619,2.416439115,0.319848862,3660,5
48536501395,coyo03,1/29/2022 9:01,1/29/2022 13:10,2022,1,29,9,1,4.12,,,,34.2828,-118.77465,GPRS,Urban,1/29/2022,81.01825518,1512.18623,-12.00899,1.487396292,3600,5
48536501395,coyo03,1/29/2022 10:02,1/29/2022 13:10,2022,1,29,10,2,4.12,,,,34.28535,-118.7907833,GPRS,Shrub,1/29/2022,179.0266217,761.7778347,98.00836649,0.749289673,3660,7
48536501395,coyo03,1/29/2022 11:03,1/29/2022 13:10,2022,1,29,11,3,4.12,,,,34.27848333,-118.7909,GPRS,Urban,1/29/2022,97.98331588,1786.834186,-81.04330579,1.880878091,3660,7
48536501395,coyo03,1/29/2022 12:00,1/29/2022 13:10,2022,1,29,12,0,4.13,,,,34.2758,-118.8100333,GPRS,Herbaceous with Sparse Tree/Shrub,1/29/2022,-161.5650688,0.115095903,100.4516154,0.03766775,3420,7
48536501395,coyo03,1/29/2022 12:00,1/29/2022 13:01,2022,1,29,12,0,4.13,11,145.1818182,15,34.275799,-118.810033,GSM,Herbaceous with Sparse Tree/Shrub,1/29/2022,177.2898769,1095.216344,-21.14505433,0.941221972,11,7
48536501395,coyo03,1/29/2022 13:10,1/30/2022 13:10,2022,1,29,13,10,4.12,,,,34.26593333,-118.8105,GPRS,Tree Open,1/30/2022,-94.66128729,643.1477879,88.04883581,0.643147788,4189,7
48536501395,coyo03,1/29/2022 14:10,1/30/2022 13:10,2022,1,29,14,10,4.12,,,,34.26536667,-118.80355,GPRS,Needleleaf Evergreen Forest,1/30/2022,-130.1147974,277.7305897,-35.45351014,0.273177629,3600,7
48536501395,coyo03,1/29/2022 15:11,1/30/2022 13:10,2022,1,29,15,11,4.12,,,,34.26358333,-118.8014333,GPRS,Needleleaf Evergreen Forest,1/30/2022,71.56505117,34.73530601,-158.3201514,0.034735306,3660,7
48536501395,coyo03,1/29/2022 16:11,1/30/2022 13:10,2022,1,29,16,11,4.12,,,,34.2637,-118.8017833,GPRS,Needleleaf Evergreen Forest,1/30/2022,-77.4711923,14.30102354,-149.0362435,0.014066581,3600,7
48536501395,coyo03,1/29/2022 17:12,1/30/2022 13:10,2022,1,29,17,12,4.12,,,,34.26373333,-118.8016333,GPRS,Needleleaf Evergreen Forest,1/30/2022,81.86989765,21.80538615,159.34109,0.027256733,3660,7
48536501395,coyo03,1/29/2022 18:00,1/30/2022 13:10,2022,1,29,18,0,4.13,,,,34.26376667,-118.8018667,GPRS,Needleleaf Evergreen Forest,1/30/2022,-134.9999875,0.09611783,143.1301149,0.038447132,2880,7
48536501395,coyo03,1/29/2022 18:00,1/30/2022 13:01,2022,1,29,18,0,4.12,19,204.7777778,21,34.263766,-118.801866,GSM,Needleleaf Evergreen Forest,1/30/2022,-32.95742488,84.06900425,102.0425626,0.084279704,9,7
48536501395,coyo03,1/29/2022 19:00,1/30/2022 13:10,2022,1,29,19,0,4.12,,,,34.26443333,-118.8014333,GPRS,Needleleaf Evergreen Forest,1/30/2022,163.9264258,112.1561975,-163.1161493,0.112156198,3591,7
48536501395,coyo03,1/29/2022 20:00,1/30/2022 13:10,2022,1,29,20,0,4.13,,,,34.26345,-118.8017167,GPRS,Needleleaf Evergreen Forest,1/30/2022,58.67130711,43.77592542,-105.2551187,0.043058287,3600,7
48536501395,coyo03,1/29/2022 21:01,1/30/2022 13:10,2022,1,29,21,1,4.12,,,,34.26368333,-118.8021,GPRS,Needleleaf Evergreen Forest,1/30/2022,0,11.09271586,-58.67130711,0.010910868,3660,7
48536501395,coyo03,1/29/2022 22:02,1/30/2022 13:10,2022,1,29,22,2,4.13,,,,34.26378333,-118.8021,GPRS,Needleleaf Evergreen Forest,1/30/2022,101.7682889,37.98138145,101.7682889,0.037981381,3660,7
48536501395,coyo03,1/29/2022 23:02,1/30/2022 13:10,2022,1,29,23,2,4.13,,,,34.2637,-118.8025,GPRS,Needleleaf Evergreen Forest,1/30/2022,-81.86989764,21.80539441,176.3618134,0.022174977,3600,7
48536501395,coyo03,1/30/2022 0:01,1/30/2022 13:10,2022,1,30,0,1,4.13,,,,34.26373333,-118.8022667,GPRS,Needleleaf Evergreen Forest,1/30/2022,-116.5650375,0.071673061,-34.69513986,0.064505755,3540,7
48536501395,coyo03,1/30/2022 0:01,1/30/2022 13:01,2022,1,30,0,1,4.12,19,460.75,21,34.263733,-118.802266,GSM,Needleleaf Evergreen Forest,1/30/2022,-77.79317311,22.14365028,38.77186439,0.022168282,4,7
48536501395,coyo03,1/30/2022 1:01,1/30/2022 13:10,2022,1,30,1,1,4.12,,,,34.26378333,-118.8020333,GPRS,Needleleaf Evergreen Forest,1/30/2022,7.168274769,605.9811248,84.96144788,0.596047008,3596,7
48536501395,coyo03,1/30/2022 2:02,1/30/2022 13:10,2022,1,30,2,2,4.12,,,,34.26921667,-118.8027167,GPRS,Urban,1/30/2022,-22.8097111,419.0620146,-29.97798587,0.419062015,3660,7
48536501395,coyo03,1/30/2022 3:02,1/30/2022 13:10,2022,1,30,3,2,4.12,,,,34.27278333,-118.8012167,GPRS,Urban,1/30/2022,180,7.395154797,-157.1902889,0.007273923,3600,7
48536501395,coyo03,1/30/2022 4:03,1/30/2022 13:10,2022,1,30,4,3,4.12,,,,34.27271667,-118.8012167,GPRS,Urban,1/30/2022,87.14649716,987.1183243,-92.85350284,0.987118324,3660,7
48536501395,coyo03,1/30/2022 5:03,1/30/2022 13:10,2022,1,30,5,3,4.12,,,,34.27325,-118.8119167,GPRS,Herbaceous with Sparse Tree/Shrub,1/30/2022,-42.19877085,793.6928123,-129.345268,0.835466118,3600,7
48536501395,coyo03,1/30/2022 6:00,1/30/2022 13:10,2022,1,30,6,0,4.12,,,,34.27896667,-118.8067333,GPRS,Tree Open,1/30/2022,-153.4349725,0.08006845,-111.2362017,0.00588258,3420,7
48536501395,coyo03,1/30/2022 6:00,1/30/2022 13:01,2022,1,30,6,0,4.12,19,37.6122449,12,34.278966,-118.806733,GSM,Tree Open,1/30/2022,-122.7990251,759.6375372,30.63594745,0.757323493,49,7
48536501395,coyo03,1/30/2022 7:01,1/30/2022 13:10,2022,1,30,7,1,4.12,,,,34.27476667,-118.8002167,GPRS,Urban,1/30/2022,157.0830974,240.9994261,-80.11787754,0.240999426,3611,7
48536501395,coyo03,1/30/2022 8:01,1/30/2022 13:10,2022,1,30,8,1,4.12,,,,34.27271667,-118.8010833,GPRS,Urban,1/30/2022,-22.9321004,50.94714921,179.9848022,0.05011195,3600,7
48536501395,coyo03,1/30/2022 9:02,1/30/2022 13:10,2022,1,30,9,2,4.12,,,,34.27315,-118.8009,GPRS,Urban,1/30/2022,153.4349487,16.01384224,176.3670491,0.016013842,3660,7
48536501395,coyo03,1/30/2022 10:02,1/30/2022 13:10,2022,1,30,10,2,4.12,,,,34.27301667,-118.8009667,GPRS,Urban,1/30/2022,-153.4349488,456.3959402,53.13010247,0.44891404,3600,7
48536501395,coyo03,1/30/2022 11:03,1/30/2022 13:10,2022,1,30,11,3,4.11,,,,34.26921667,-118.7990667,GPRS,Urban,1/30/2022,118.7676493,375.390524,-87.79740184,0.39514792,3660,7
48536501395,coyo03,1/30/2022 12:00,1/30/2022 13:10,2022,1,30,12,0,4.12,,,,34.26735,-118.8024667,GPRS,Urban,1/30/2022,-146.3099189,0.126784661,94.92243172,0.024022357,3420,7
48536501395,coyo03,1/30/2022 12:00,1/30/2022 13:01,2022,1,30,12,0,4.12,19,97,9,34.267349,-118.802466,GSM,Urban,1/30/2022,-172.8834744,401.3659586,-26.57355549,0.340702063,19,7
48536501395,coyo03,1/30/2022 13:11,1/31/2022 13:10,2022,1,30,13,11,4.12,,,,34.26375,-118.8020167,GPRS,Needleleaf Evergreen Forest,1/31/2022,54.46232206,14.17394906,-132.6542035,0.014173949,4241,7
