"GpsNumber","GpsDescription","GPSTime","Year","Month","Day","Hour","Minute","BatteryVoltage","GSMSignal","Activity","Temperature","lat","lon","Type","LandCover","DownDate","Direction_Abs","StepLength","Direction_Rel","Speed","Interval","Class"
48536493417,"coyo08",2021-12-16 20:40:40,2021,12,16,20,40,4.13,22,0,22,34.226182,-119.174282,"GSM","Urban","2021-12-17",45,4.902879406893,180,2.9417276441358,6,6
48536493417,"coyo08",2021-12-16 20:40:46,2021,12,16,20,40,4.13,22,0,22,34.226216,-119.174316,"GSM","Urban","2021-12-17",90,1.47422671299886,45,0.884536027799316,6,6
48536493417,"coyo08",2021-12-16 20:40:52,2021,12,16,20,40,4.13,22,0,22,34.226216,-119.174332,"GSM","Urban","2021-12-17",0,1.77482365969126,-90,0.000531031015200178,6,6
48536493417,"coyo08",2021-12-17 00:01:24,2021,12,17,0,1,4.14,21,0,7,34.226232,-119.174332,"GSM","Urban","2021-12-18",-116.565051177078,7.09793027969198,-116.565051177078,0.00118595326310643,12032,6
48536493417,"coyo08",2021-12-17 06:00:30,2021,12,17,6,0,4.14,21,0,4,34.226199,-119.174266,"GSM","Urban","2021-12-18",63.2628899401749,14.3320853671671,179.827941117253,0.00238591941372493,21546,5
48536493417,"coyo08",2021-12-17 12:00:55,2021,12,17,12,0,4.14,21,0,0,34.226266,-119.174399,"GSM","Urban","2021-12-18",-27.2553283781929,3.98162014730646,-90.5182183183678,0.000664372307314171,21625,6
48536493417,"coyo08",2021-12-17 18:00:30,2021,12,17,18,0,4.14,21,0,5,34.226299,-119.174382,"GSM","Urban","2021-12-18",-137.334506437646,30.3150212082132,-110.079178059454,0.00503990377526403,21575,6
48536493417,"coyo08",2021-12-18 00:01:24,2021,12,18,0,1,4.16,20,0,8,34.226082,-119.174182,"GSM","Urban","2021-12-19",-57.7243556861133,15.394647644806,79.6101507515331,0.00257316053121466,21654,6
48536493417,"coyo08",2021-12-18 06:00:22,2021,12,18,6,0,4.16,20,0,-1,34.226166,-119.174049,"GSM","Urban","2021-12-19",79.9804709587703,26.6587286410889,137.704826644884,0.00444044894775922,21538,3
48536493417,"coyo08",2021-12-18 12:00:35,2021,12,18,12,0,4.16,20,0,1,34.226216,-119.174332,"GSM","Urban","2021-12-19",21.3875419781444,44.6763649605456,-58.5929289806259,0.00745330709754688,21613,6
48536493417,"coyo08",2021-12-18 18:00:14,2021,12,18,18,0,4.16,20,0,8,34.226599,-119.174482,"GSM","Urban","2021-12-19",-159.02458377332,50.4076600072356,179.587874248536,0.00838729783814236,21579,4
48536493417,"coyo08",2021-12-19 00:00:50,2021,12,19,0,0,4.13,20,0,12,34.226166,-119.174316,"GSM","Urban","2021-12-20",0,3.66057377427602,159.02458377332,0.00061066105594966,21636,6
48536493417,"coyo08",2021-12-19 06:00:30,2021,12,19,6,0,4.13,20,0,2,34.226199,-119.174316,"GSM","Urban","2021-12-20",-153.087210053686,134.46848788548,-153.087210053686,0.0224207566295089,21580,3
48536493417,"coyo08",2021-12-19 12:00:21,2021,12,19,12,0,4.13,20,0,2,34.225082,-119.173749,"GSM","Urban","2021-12-20",119.999804993661,132.746186997307,-86.9129849526529,0.0221315367568334,21591,4
48536493417,"coyo08",2021-12-19 18:00:14,2021,12,19,18,0,4.13,20,0,6,34.224399,-119.174932,"GSM","Urban","2021-12-20",-26.7831487022179,214.463098367508,-146.782953695879,0.035666242625908,21593,4
48536493417,"coyo08",2021-12-20 00:01:01,2021,12,20,0,1,4.14,20,0,7,34.226182,-119.174032,"GSM","Urban","2021-12-21",54.6304061545106,62.6616421234466,81.4135548567285,0.0104649244592878,21647,6
48536493417,"coyo08",2021-12-20 06:00:17,2021,12,20,6,0,4.14,20,0,-1,34.226549,-119.174549,"GSM","Urban","2021-12-21",-146.309932474438,57.0592934369598,159.059661371052,0.00950372241940665,21556,4
48536493417,"coyo08",2021-12-20 12:00:31,2021,12,20,12,0,4.14,20,0,-2,34.226099,-119.174249,"GSM","Urban","2021-12-21",0,14.7532215297671,146.309932474438,0.00245898409681752,21614,2
48536493417,"coyo08",2021-12-20 18:00:30,2021,12,20,18,0,4.14,20,0,4,34.226232,-119.174249,"GSM","Urban","2021-12-21",165.55596427656,7.4868354297533,165.55596427656,0.00124469416953505,21599,3
48536493417,"coyo08",2021-12-21 00:01:24,2021,12,21,0,1,4.16,21,0,7,34.226166,-119.174266,"GSM","Urban","2021-12-22",38.4910435599319,11.0339379279522,-127.064920716628,0.00184359865128691,21654,6
48536493417,"coyo08",2021-12-21 06:00:30,2021,12,21,6,0,4.16,21,0,1,34.226249,-119.174332,"GSM","Urban","2021-12-22",-148.033356325814,16.6175398433513,173.475600114254,0.00276946175806976,21546,3
48536493417,"coyo08",2021-12-21 12:00:31,2021,12,21,12,0,4.16,21,0,1,34.226116,-119.174249,"GSM","Urban","2021-12-22",-11.5751888167156,9.33918998272574,136.458167509099,0.00155660372877507,21601,2
48536493417,"coyo08",2021-12-21 18:00:30,2021,12,21,18,0,4.16,21,0,11,34.226199,-119.174232,"GSM","Urban","2021-12-22",108.77803322157,4.97796471971252,120.353222038285,0.000827591807101,21599,6
48536493417,"coyo08",2021-12-22 00:01:24,2021,12,22,0,1,4.17,21,0,9,34.226182,-119.174282,"GSM","Urban","2021-12-23",103.431028872226,6.4233924395547,-5.34700434934366,0.00107324852791223,21654,6
48536493417,"coyo08",2021-12-22 06:00:30,2021,12,22,6,0,4.17,21,0,0,34.226166,-119.174349,"GSM","Urban","2021-12-23",-110.603241073296,13.4512073416926,145.965730054478,0.00224176410490687,21546,3
48536493417,"coyo08",2021-12-22 12:00:31,2021,12,22,12,0,4.17,21,0,2,34.226116,-119.174216,"GSM","Urban","2021-12-23",28.9572175990376,18.3123032933776,139.560458672334,0.00304795838254932,21601,5
48536493417,"coyo08",2021-12-22 18:01:00,2021,12,22,18,1,4.17,21,0,11,34.226266,-119.174299,"GSM","Urban","2021-12-23",165.76271953475,7.595342410094,136.805501935713,0.0012664767335034,21629,3
48536493417,"coyo08",2021-12-23 00:00:50,2021,12,23,0,0,4.12,22,0,14,34.226199,-119.174316,"GSM","Urban","2021-12-24",90,3.04059320621214,-75.7627195347501,0.000507847060516086,21590,6
48536493417,"coyo08",2021-12-23 06:00:04,2021,12,23,6,0,4.12,22,0,5,34.226199,-119.174349,"GSM","Urban","2021-12-24",-63.4349488229221,10.7544390295645,-153.434948822922,0.00179248949055198,21554,3
48536493417,"coyo08",2021-12-23 12:00:03,2021,12,23,12,0,4.12,22,0,4,34.226249,-119.174249,"GSM","Urban","2021-12-24",-71.2219667784303,4.97796135202154,-7.7870179555082,0.000829545010752097,21599,6
48536493417,"coyo08",2021-12-23 18:00:06,2021,12,23,18,0,4.12,22,0,5,34.226266,-119.174199,"GSM","Urban","2021-12-24",-80.5748466354029,46.9805174430973,-9.35287985697261,0.00781272463022682,21603,6
48536493417,"coyo08",2021-12-24 00:00:54,2021,12,24,0,0,4.12,20,0,6,34.226349,-119.173699,"GSM","Urban","2021-12-25",108.461388959006,64.5467303570878,-170.963764405591,0.0107692556558148,21648,4
48536493417,"coyo08",2021-12-24 06:00:31,2021,12,24,6,0,4.12,20,0,5,34.226132,-119.174349,"GSM","Urban","2021-12-25",-33.8220852171568,12.6947547988988,-142.283474176163,0.00211589042437315,21577,5
48536493417,"coyo08",2021-12-24 12:00:30,2021,12,24,12,0,4.12,20,0,5,34.226232,-119.174282,"GSM","Urban","2021-12-25",67.9637730604495,8.60970224865632,101.785858277606,0.00143495037477605,21599,6
48536493417,"coyo08",2021-12-24 18:00:30,2021,12,24,18,0,4.12,20,0,8,34.226266,-119.174366,"GSM","Urban","2021-12-25",-108.77803322157,4.97796135202154,-176.741806282019,0.000827591247218876,21600,3
48536493417,"coyo08",2021-12-25 00:01:24,2021,12,25,0,1,4.13,20,0,9,34.226249,-119.174316,"GSM","Urban","2021-12-26",-114.279514700728,19.2922735880472,-5.50148147915875,0.00322658234225179,21654,6
48536493417,"coyo08",2021-12-25 06:00:09,2021,12,25,6,0,4.13,20,0,5,34.226166,-119.174132,"GSM","Urban","2021-12-26",33.8220852171568,12.6947536471538,148.101599917885,0.0021137372521971,21525,5
