CollarSerialNumber,Year,Julianday,Hour,Latitude,Longitude,HDOP,NumSats,FixTime,2D/3D,Date
036092,16,235,20,+34.18388,-118.58339,01.3,06,042,3,2016-08-22
036092,16,236,08,+34.17979,-118.58522,00.8,09,041,3,2016-08-23
036092,16,236,21,+34.18057,-118.58737,01.4,06,057,3,2016-08-23
036092,16,237,22,+34.18423,-118.58187,01.5,06,041,3,2016-08-24
036092,16,238,23,+34.18318,-118.58408,00.8,10,041,3,2016-08-25
036092,16,240,12,+34.18004,-118.58784,00.9,08,041,3,2016-08-27
036092,16,241,01,+34.18222,-118.57428,02.2,04,070,3,2016-08-28
036092,16,241,13,+34.18126,-118.58840,01.4,05,041,3,2016-08-28
036092,16,243,03,+34.18260,-118.58551,01.3,06,041,3,2016-08-30
036092,16,243,16,+34.17960,-118.57566,01.1,07,041,3,2016-08-30
036092,16,244,04,+34.17870,-118.58147,04.2,04,069,3,2016-08-31
036092,16,244,17,+34.18286,-118.58338,01.3,07,041,3,2016-08-31
036092,16,245,05,+34.17923,-118.57899,01.8,04,041,3,2016-09-01
036092,16,245,18,+34.17981,-118.57559,01.0,08,041,3,2016-09-01
036092,16,246,06,+34.17987,-118.57527,01.0,08,042,3,2016-09-02
036092,16,246,19,+34.17999,-118.57489,01.1,07,063,3,2016-09-02
036092,16,247,07,+34.17246,-118.57842,01.6,05,042,3,2016-09-03
036092,16,247,20,+34.18297,-118.58733,01.3,08,041,3,2016-09-03
036092,16,248,08,+34.18703,-118.58251,01.7,05,041,3,2016-09-04
036092,16,248,21,+34.18395,-118.58818,01.4,07,041,3,2016-09-04
036092,16,249,09,+34.18705,-118.58251,01.4,06,041,3,2016-09-05
036092,16,249,22,+34.18570,-118.58686,01.6,06,088,3,2016-09-05
036092,16,250,10,+34.17419,-118.57871,01.7,04,070,3,2016-09-06
036092,16,250,23,+34.18730,-118.57865,01.1,07,041,3,2016-09-06
036092,16,251,11,+34.18096,-118.58834,01.8,05,042,3,2016-09-07
036092,16,252,00,+34.18719,-118.58306,01.1,07,041,3,2016-09-08
036092,16,253,01,+34.18754,-118.57645,02.2,05,041,3,2016-09-09
036092,16,254,14,+34.18006,-118.58784,00.9,09,041,3,2016-09-10
036092,16,255,03,+34.18259,-118.58509,01.0,08,041,3,2016-09-11
036092,16,255,15,+34.17386,-118.58297,00.8,10,041,3,2016-09-11
036092,16,256,17,+34.18110,-118.58673,01.3,06,041,3,2016-09-12
036092,16,257,05,+34.18250,-118.58366,01.3,06,042,3,2016-09-13
036092,16,257,18,+34.18058,-118.58507,00.8,09,041,3,2016-09-13
036092,16,258,06,+34.18704,-118.58260,01.1,07,042,3,2016-09-14
036092,16,259,07,+34.17924,-118.58518,01.9,04,057,3,2016-09-15
036092,16,259,20,+34.17966,-118.57533,01.7,06,057,3,2016-09-15
036092,16,260,08,+34.17996,-118.58612,01.4,05,041,3,2016-09-16
036092,16,260,21,+34.18426,-118.58399,00.9,09,041,3,2016-09-16
036092,16,261,09,+34.18000,-118.58789,00.8,09,041,3,2016-09-17
036092,16,261,22,+34.18372,-118.58254,00.7,11,041,3,2016-09-17
036092,16,262,23,+34.18234,-118.57926,01.1,07,041,3,2016-09-18
036092,16,263,11,+34.17946,-118.58631,01.3,06,042,3,2016-09-19
036092,16,264,00,+34.18766,-118.58049,00.8,10,041,3,2016-09-20
036092,16,264,12,+34.18113,-118.58841,02.3,05,041,3,2016-09-20
036092,16,265,01,+34.18462,-118.58602,02.3,05,100,3,2016-09-21
036092,16,266,02,+34.18241,-118.57703,01.6,04,042,3,2016-09-22
036092,16,267,03,+34.18769,-118.57740,00.9,08,041,3,2016-09-23
036092,16,268,04,+34.18687,-118.58395,00.9,09,041,3,2016-09-24
036092,16,268,17,+34.18701,-118.58193,00.9,08,041,3,2016-09-24
036092,16,269,05,+34.18218,-118.57920,01.8,06,041,3,2016-09-25
036092,16,269,18,+34.18220,-118.58320,00.8,10,041,3,2016-09-25
036092,16,270,06,+34.18037,-118.57665,01.6,05,041,3,2016-09-26
036092,16,270,19,+34.17964,-118.57817,01.6,05,042,3,2016-09-26
036092,16,271,07,+34.18127,-118.58840,01.2,06,042,3,2016-09-27
036092,16,271,20,+34.18328,-118.58345,00.7,11,041,3,2016-09-27
036092,16,272,21,+34.18229,-118.58420,01.4,06,041,3,2016-09-28
036092,16,273,09,+34.18103,-118.58832,01.4,05,042,3,2016-09-29
036092,16,273,22,+34.18349,-118.58322,01.0,08,041,3,2016-09-29
036092,16,274,23,+34.18706,-118.58008,01.1,07,069,3,2016-09-30
036092,16,276,00,+34.18227,-118.57897,02.0,05,042,3,2016-10-02
036092,16,277,01,+34.18426,-118.57487,01.4,05,070,3,2016-10-03
036092,16,277,13,+34.17996,-118.58824,01.0,08,041,3,2016-10-03
036092,16,278,02,+34.17242,-118.57459,03.7,04,069,3,2016-10-04
036092,16,278,14,+34.18709,-118.58218,00.8,09,041,3,2016-10-04
036092,16,279,03,+34.17948,-118.57439,01.1,07,093,3,2016-10-05
036092,16,279,16,+34.18103,-118.58831,01.4,06,041,3,2016-10-05
036092,16,280,04,+34.18466,-118.58374,01.1,08,063,3,2016-10-06
036092,16,280,17,+34.18704,-118.58218,00.8,10,041,3,2016-10-06
036092,16,281,05,+34.17940,-118.58358,00.8,09,041,3,2016-10-07
036092,16,281,18,+34.18103,-118.57941,01.3,08,041,3,2016-10-07
036092,16,282,19,+34.17977,-118.57474,04.3,04,041,3,2016-10-08
036092,16,283,07,+34.17187,-118.57960,01.9,05,041,3,2016-10-09
036092,16,283,20,+34.17222,-118.57962,01.4,06,041,3,2016-10-09
036092,16,284,08,+34.17982,-118.58521,00.9,08,041,3,2016-10-10
036092,16,284,21,+34.18320,-118.58332,00.8,10,042,3,2016-10-10
036092,16,285,09,+34.17990,-118.58515,01.3,06,041,3,2016-10-11
036092,16,285,22,+34.18559,-118.58544,01.8,04,041,3,2016-10-11
036092,16,286,10,+34.18039,-118.58830,01.2,06,041,3,2016-10-12
036092,16,286,23,+34.18579,-118.58628,01.0,08,062,3,2016-10-12
036092,16,287,11,+34.17987,-118.58518,00.9,08,042,3,2016-10-13
036092,16,288,00,+34.18680,-118.58473,01.3,06,041,3,2016-10-14
036092,16,288,12,+34.17982,-118.58492,00.9,08,041,3,2016-10-14
036092,16,289,01,+34.18104,-118.57205,01.5,05,058,3,2016-10-15
036092,16,290,14,+34.17997,-118.58513,01.9,07,041,3,2016-10-16
036092,16,291,03,+34.18491,-118.57909,02.9,04,064,3,2016-10-17
036092,16,291,15,+34.18010,-118.58547,01.4,07,041,3,2016-10-17
036092,16,291,16,+34.18011,-118.58551,00.8,09,042,3,2016-10-17
036092,16,292,04,+34.18742,-118.58638,00.8,10,041,3,2016-10-18
036092,16,292,17,+34.18085,-118.58568,00.9,11,041,3,2016-10-18
036092,16,293,05,+34.18373,-118.58267,01.1,07,041,3,2016-10-19
036092,16,293,18,+34.18144,-118.58245,02.0,05,041,3,2016-10-19
036092,16,294,06,+34.18130,-118.58672,01.6,05,041,3,2016-10-20
036092,16,294,19,+34.18098,-118.58279,01.1,07,041,3,2016-10-20
036092,16,295,07,+34.18018,-118.58527,00.9,08,042,3,2016-10-21
036092,16,295,20,+34.18350,-118.58345,00.8,10,041,3,2016-10-21
036092,16,296,21,+34.18097,-118.57636,00.8,10,042,3,2016-10-22
036092,16,297,22,+34.18271,-118.58454,00.8,09,041,3,2016-10-23
036092,16,298,10,+34.18080,-118.58798,01.3,06,041,3,2016-10-24
036092,16,300,00,+34.18263,-118.57418,01.4,07,041,3,2016-10-26
036092,16,300,12,+34.18133,-118.58817,00.9,09,041,3,2016-10-26
036092,16,301,01,+34.18129,-118.58007,00.9,09,041,3,2016-10-27
036092,16,302,02,+34.18225,-118.57201,01.5,06,042,3,2016-10-28
036092,16,302,14,+34.18067,-118.58812,01.4,05,041,3,2016-10-28
036092,16,303,15,+34.18008,-118.57300,02.2,04,063,3,2016-10-29
036092,16,304,04,+34.18248,-118.57426,01.2,06,063,3,2016-10-30
036092,16,306,06,+34.18706,-118.58218,00.8,09,041,3,2016-11-01
036092,16,306,19,+34.18009,-118.57506,01.6,06,042,3,2016-11-01
036092,16,307,20,+34.18215,-118.58068,01.1,07,042,3,2016-11-02
036092,16,308,08,+34.18135,-118.58811,01.0,08,041,3,2016-11-03
036092,16,308,21,+34.18151,-118.57421,01.0,08,041,3,2016-11-03
036092,16,309,09,+34.18086,-118.58807,01.5,07,041,3,2016-11-04
036092,16,309,22,+34.17916,-118.58874,04.7,04,041,3,2016-11-04
036092,16,310,23,+34.18388,-118.58454,01.8,04,041,3,2016-11-05
036092,16,311,11,+34.18699,-118.58200,00.9,10,041,3,2016-11-06
036092,16,312,00,+34.18471,-118.57908,01.0,07,064,3,2016-11-07
036092,16,312,12,+34.18706,-118.58195,01.2,08,041,3,2016-11-07
036092,16,313,01,+34.18413,-118.58500,00.9,09,042,3,2016-11-08
036092,16,314,02,+34.18198,-118.57398,01.1,07,068,3,2016-11-09
036092,16,314,14,+34.18702,-118.58246,01.0,08,041,3,2016-11-09
036092,16,315,03,+34.18354,-118.58332,01.0,07,041,3,2016-11-10
036092,16,315,15,+34.18086,-118.58820,01.0,08,041,3,2016-11-10
036092,16,315,16,+34.18091,-118.58782,01.1,09,041,3,2016-11-10
036092,16,316,04,+34.18284,-118.58361,01.3,06,042,3,2016-11-11
036092,16,316,17,+34.18295,-118.58236,00.8,11,041,3,2016-11-11
036092,16,317,05,+34.18673,-118.58818,01.3,06,042,3,2016-11-12
036092,16,317,18,+34.18098,-118.58181,00.8,10,041,3,2016-11-12
036092,16,318,06,+34.18371,-118.58738,03.2,04,042,3,2016-11-13
036092,16,318,19,+34.18288,-118.58338,01.1,07,041,3,2016-11-13
036092,16,319,07,+34.18398,-118.58412,01.1,07,041,3,2016-11-14
036092,16,319,20,+34.18412,-118.58332,01.7,06,041,3,2016-11-14
036092,16,320,08,+34.18706,-118.58221,01.1,07,041,3,2016-11-15
036092,16,320,21,+34.18736,-118.58615,00.7,10,041,3,2016-11-15
036092,16,321,22,+34.18722,-118.58187,01.8,05,042,3,2016-11-16
036092,16,322,23,+34.18307,-118.58820,03.3,04,042,3,2016-11-17
036092,16,324,00,+34.17953,-118.57510,01.2,07,064,3,2016-11-19
036092,16,324,12,+34.18073,-118.58839,01.5,05,041,3,2016-11-19
036092,16,325,01,+34.18332,-118.58345,00.8,10,042,3,2016-11-20
036092,16,326,02,+34.18114,-118.57466,00.9,09,042,3,2016-11-21
036092,16,326,14,+34.18067,-118.58839,01.1,07,041,3,2016-11-21
036092,16,327,15,+34.18065,-118.58837,01.1,09,041,3,2016-11-22
036092,16,327,16,+34.18071,-118.58840,01.5,07,041,3,2016-11-22
036092,16,328,04,+34.18383,-118.58763,00.9,08,041,3,2016-11-23
036092,16,328,17,+34.18126,-118.58142,01.7,05,042,3,2016-11-23
036092,16,329,05,+34.18468,-118.58708,02.0,04,042,3,2016-11-24
036092,16,329,18,+34.17981,-118.57530,01.4,06,042,3,2016-11-24
036092,16,330,06,+34.18199,-118.58301,01.5,06,099,3,2016-11-25
036092,16,330,19,+34.18387,-118.58296,01.4,05,063,3,2016-11-25
036092,16,331,07,+34.18072,-118.58839,01.1,08,041,3,2016-11-26
036092,16,331,20,+34.18216,-118.58118,00.9,08,041,3,2016-11-26
036092,16,332,08,+34.18072,-118.58834,01.1,08,041,3,2016-11-27
036092,16,332,21,+34.18173,-118.57313,01.1,07,092,3,2016-11-27
036092,16,333,09,+34.18071,-118.58834,01.0,09,041,3,2016-11-28
036092,16,333,22,+34.18374,-118.58348,00.8,09,041,3,2016-11-28
036092,16,334,10,+34.18074,-118.58820,01.0,08,041,3,2016-11-29
036092,16,334,23,+34.18352,-118.58348,00.9,09,068,3,2016-11-29
036092,16,335,11,+34.18014,-118.58815,01.2,07,041,3,2016-11-30
036092,16,336,00,+34.18420,-118.58302,00.9,09,041,3,2016-12-01
036092,16,336,12,+34.18071,-118.58841,01.0,06,042,3,2016-12-01
036092,16,337,01,+34.18778,-118.58137,00.8,10,041,3,2016-12-02
036092,16,337,13,+34.18036,-118.58817,01.0,08,042,3,2016-12-02
036092,16,338,02,+34.18752,-118.57983,01.8,04,041,3,2016-12-03
036092,16,338,14,+34.18053,-118.58820,01.8,06,042,3,2016-12-03
036092,16,339,03,+34.18376,-118.58354,00.9,08,041,3,2016-12-04
036092,16,339,15,+34.18710,-118.58227,01.0,10,041,3,2016-12-04
036092,16,339,16,+34.18713,-118.58229,00.9,09,041,3,2016-12-04
036092,16,340,04,+34.18266,-118.57815,00.8,09,042,3,2016-12-05
036092,16,340,17,+34.18131,-118.58549,00.9,09,041,3,2016-12-05
036092,16,341,05,+34.18250,-118.58493,03.1,04,069,3,2016-12-06
036092,16,342,06,+34.18565,-118.58625,01.0,08,117,3,2016-12-07
036092,16,342,19,+34.18037,-118.58498,01.1,07,041,3,2016-12-07
036092,16,343,07,+34.18069,-118.58834,00.9,08,041,3,2016-12-08
036092,16,343,20,+34.18210,-118.58240,01.4,06,063,3,2016-12-08
036092,16,344,08,+34.18053,-118.58815,01.1,08,041,3,2016-12-09
036092,16,344,21,+34.18353,-118.58361,00.7,10,041,3,2016-12-09
036092,16,345,22,+34.18212,-118.57997,01.4,06,041,3,2016-12-10
036092,16,346,23,+34.18680,-118.58219,01.0,09,041,3,2016-12-11
036092,16,348,00,+34.17323,-118.57833,01.5,06,041,3,2016-12-13
036092,16,348,12,+34.18065,-118.58683,01.0,07,042,3,2016-12-13
036092,16,349,01,+34.18738,-118.57836,01.4,05,042,3,2016-12-14
036092,16,350,02,+34.18558,-118.58328,01.4,06,041,3,2016-12-15
036092,16,350,14,+34.18039,-118.58812,01.8,06,042,3,2016-12-15
036092,16,351,03,+34.18376,-118.58345,02.1,06,041,3,2016-12-16
036092,16,351,15,+34.18098,-118.58782,00.9,09,042,3,2016-12-16
036092,16,351,16,+34.18096,-118.58786,01.1,08,041,3,2016-12-16
036092,16,352,04,+34.18409,-118.58393,00.7,10,041,3,2016-12-17
036092,16,352,17,+34.18299,-118.58311,01.2,06,041,3,2016-12-17
036092,16,353,05,+34.18708,-118.58221,01.1,07,042,3,2016-12-18
036092,16,353,18,+34.17963,-118.57505,02.0,06,070,3,2016-12-18
036092,16,354,06,+34.18709,-118.58206,00.7,11,041,3,2016-12-19
036092,16,354,19,+34.18393,-118.58214,01.1,06,041,3,2016-12-19
036092,16,355,07,+34.18713,-118.58227,00.8,10,041,3,2016-12-20
036092,16,355,20,+34.18105,-118.58180,00.9,08,042,3,2016-12-20
036092,16,356,08,+34.18049,-118.58818,02.4,04,041,3,2016-12-21
036092,16,356,21,+34.18204,-118.58628,01.3,06,069,3,2016-12-21
036092,16,357,22,+34.18206,-118.58315,01.1,07,087,3,2016-12-22
036092,16,358,10,+34.18051,-118.58815,01.5,05,041,3,2016-12-23
036092,16,358,23,+34.18414,-118.58316,01.0,08,042,3,2016-12-23
036092,16,360,00,+34.18709,-118.57405,02.6,04,041,3,2016-12-25
036092,16,360,12,+34.18013,-118.58821,01.2,07,041,3,2016-12-25
036092,16,361,01,+34.18549,-118.58294,01.1,07,041,3,2016-12-26
036092,16,361,13,+34.18029,-118.58812,01.2,08,042,3,2016-12-26
036092,16,362,02,+34.18393,-118.57573,02.6,04,057,3,2016-12-27
036092,16,362,14,+34.18051,-118.58821,01.6,06,042,3,2016-12-27
036092,16,363,03,+34.18388,-118.57632,01.5,05,041,3,2016-12-28
036092,16,363,15,+34.18088,-118.58805,03.0,05,041,3,2016-12-28
036092,16,363,16,+34.18077,-118.58807,01.0,08,041,3,2016-12-28
036092,16,364,04,+34.18442,-118.57798,02.0,04,041,3,2016-12-29
036092,16,364,17,+34.18304,-118.58473,01.1,07,069,3,2016-12-29
036092,16,365,05,+34.18266,-118.58221,01.3,06,041,3,2016-12-30
036092,16,365,18,+34.18339,-118.57855,01.3,07,042,3,2016-12-30
036092,16,366,06,+34.18407,-118.58387,00.8,10,041,3,2016-12-31
036092,17,001,13,+34.18032,-118.58816,02.0,06,041,3,2017-01-01
036092,17,002,02,+34.18450,-118.58446,01.2,06,041,3,2017-01-02
036092,17,002,14,+34.18015,-118.58816,00.9,09,041,3,2017-01-02
036092,17,003,03,+34.18355,-118.58347,00.8,09,041,3,2017-01-03
036092,17,004,04,+34.18706,-118.58195,01.0,08,041,3,2017-01-04
036092,17,004,17,+34.18286,-118.58427,00.9,09,041,3,2017-01-04
036092,17,005,05,+34.18734,-118.57951,01.0,07,041,3,2017-01-05
036092,17,005,18,+34.18051,-118.57515,01.5,06,041,3,2017-01-05
036092,17,006,06,+34.18311,-118.58300,01.1,08,041,3,2017-01-06
036092,17,006,19,+34.18345,-118.58340,01.1,06,068,3,2017-01-06
036092,17,007,07,+34.18006,-118.58298,00.9,09,041,3,2017-01-07
036092,17,007,20,+34.18223,-118.58237,02.3,05,041,3,2017-01-07
036092,17,008,08,+34.18073,-118.58845,01.1,07,042,3,2017-01-08
036092,17,008,21,+34.18223,-118.58059,01.3,06,041,3,2017-01-08
036092,17,009,22,+34.18448,-118.58751,01.1,07,041,3,2017-01-09
036092,17,010,10,+34.18074,-118.58845,01.6,06,041,3,2017-01-10
036092,17,012,00,+34.18302,-118.57798,01.5,05,041,3,2017-01-12
036092,17,013,01,+34.18306,-118.57546,03.4,04,118,3,2017-01-13
036092,17,013,13,+34.18076,-118.58839,04.9,05,041,3,2017-01-13
036092,17,014,02,+34.18036,-118.58812,01.3,06,057,3,2017-01-14
036092,17,014,14,+34.18056,-118.58815,00.9,09,041,3,2017-01-14
036092,17,015,03,+34.18422,-118.57221,01.9,05,042,3,2017-01-15
036092,17,015,15,+34.17999,-118.58816,00.9,08,041,3,2017-01-15
036092,17,015,16,+34.18010,-118.58812,00.8,10,041,3,2017-01-15
036092,17,016,04,+34.18172,-118.58812,01.2,06,041,3,2017-01-16
036092,17,016,17,+34.18400,-118.58370,00.9,08,042,3,2017-01-16
036092,17,017,05,+34.18386,-118.58393,00.8,10,041,3,2017-01-17
036092,17,017,18,+34.18186,-118.58795,01.4,05,041,3,2017-01-17
036092,17,018,19,+34.16801,-118.61267,01.0,06,041,3,2017-01-18
036092,17,021,22,+34.16738,-118.61271,01.1,08,041,3,2017-01-21
036092,17,022,23,+34.16775,-118.61181,01.3,06,041,3,2017-01-22
