GpsNumber,GpsDescription,GPSTime,Year,Month,Day,Hour,Minute,BatteryVoltage,GSMSignal,Activity,Temperature,lat,lon,Type,LandCover,DownDate,Direction_Abs,StepLength,Direction_Rel,Speed,Interval,Class
48531064658,coyo04,12/16/2021 20:38,2021,12,16,20,38,4.14,24,0,28,34.226216,-119.174282,GSM,Urban,12/17/2021,180,1.885750132,117.2553284,1.131450079,6,3
48531064658,coyo04,12/16/2021 20:38,2021,12,16,20,38,4.14,24,0,28,34.226199,-119.174282,GSM,Urban,12/17/2021,0,1.885750132,180,1.131450079,6,4
48531064658,coyo04,12/16/2021 20:38,2021,12,16,20,38,4.14,24,0,28,34.226216,-119.174282,GSM,Urban,12/17/2021,-33.42481118,6.325101363,-33.42481118,0.001874104,6,2
48531064658,coyo04,12/17/2021 0:01,2021,12,17,0,1,4.14,25,0,12,34.226266,-119.174249,GSM,Urban,12/18/2021,-153.4349488,4.083835773,-120.0101376,0.000682377,12150,2
48531064658,coyo04,12/17/2021 6:00,2021,12,17,6,0,4.14,25,0,9,34.226232,-119.174232,GSM,Urban,12/18/2021,90,4.606957606,-116.5650512,0.000767826,21545,2
48531064658,coyo04,12/17/2021 12:00,2021,12,17,12,0,4.14,25,0,5,34.226232,-119.174282,GSM,Urban,12/18/2021,164.3577535,34.16613052,74.35775354,0.005695674,21600,2
48531064658,coyo04,12/17/2021 18:00,2021,12,17,18,0,4.14,25,0,13,34.225932,-119.174366,GSM,Urban,12/18/2021,-12.58945954,33.84570186,-176.9472131,0.005634168,21595,4
48531064658,coyo04,12/18/2021 0:00,2021,12,18,0,0,4.15,24,0,21,34.226232,-119.174299,GSM,Urban,12/19/2021,-44.14490261,4.844523773,-31.55544307,0.000809219,21626,2
48531064658,coyo04,12/18/2021 6:00,2021,12,18,6,0,4.15,24,0,3,34.226266,-119.174266,GSM,Urban,12/19/2021,37.1466867,8.650042093,81.29158931,0.001441607,21552,2
48531064658,coyo04,12/18/2021 12:00,2021,12,18,12,0,4.15,24,0,6,34.226332,-119.174316,GSM,Urban,12/19/2021,-35.87221533,62.62920057,-73.01890203,0.010434336,21601,2
48531064658,coyo04,12/18/2021 18:00,2021,12,18,18,0,4.15,24,0,15,34.226816,-119.173966,GSM,Urban,12/19/2021,150.8682357,69.3076811,-173.259549,0.011530994,21608,3
48531064658,coyo04,12/19/2021 0:00,2021,12,19,0,0,4.16,23,0,23,34.226249,-119.174282,GSM,Urban,12/20/2021,78.55895613,7.966103183,-72.30927956,0.001328914,21638,2
48531064658,coyo04,12/19/2021 6:00,2021,12,19,6,0,4.16,23,0,8,34.226266,-119.174366,GSM,Urban,12/20/2021,-108.5208495,19.8700945,172.9201944,0.003311989,21580,2
48531064658,coyo04,12/19/2021 12:00,2021,12,19,12,0,4.16,23,0,7,34.226199,-119.174166,GSM,Urban,12/20/2021,-29.79759129,14.37180271,78.72325819,0.002397743,21598,2
48531064658,coyo04,12/19/2021 18:00,2021,12,19,18,0,4.16,23,0,13,34.226316,-119.174099,GSM,Urban,12/20/2021,116.7021222,17.98857193,146.4997134,0.002992001,21578,3
