GpsNumber,GpsDescription,GPSTime,Year,Month,Day,Hour,Minute,BatteryVoltage,GSMSignal,Activity,Temperature,lat,lon,Type,LandCover,DownDate,Direction_Abs,StepLength,Direction_Rel,Speed,Interval,Class
48536494728,coyo06,1/12/2022 6:00,2022,1,12,6,0,4.12,17,0.019875518,22,34.281549,-118.670332,GSM,Urban,1/13/2022,23.50484935,393.1937562,99.81884997,0.065504999,43219,5
48536494728,coyo06,1/12/2022 12:00,2022,1,12,12,0,4.12,17,0.039751955,14,34.284883,-118.671782,GSM,Urban,1/13/2022,-113.933743,772.556703,-137.4385923,0.12890865,21609,6
48536494728,coyo06,1/12/2022 18:00,2022,1,12,18,0,4.12,17,0.0398146,30,34.281599,-118.664383,GSM,Herbaceous with Sparse Tree/Shrub,1/13/2022,-102.0067083,2324.114915,11.92703468,0.07741387,21575,2
48536494728,coyo06,1/14/2022 0:01,2022,1,14,0,1,4.13,9,0.017820298,25,34.276399,-118.639933,GSM,Shrub,1/15/2022,77.37772636,2605.206012,179.3844347,0.435289225,108079,7
48536494728,coyo06,1/14/2022 6:00,2022,1,14,6,0,4.13,9,0.089390142,21,34.282516,-118.667249,GSM,Urban,1/15/2022,-114.3412017,1062.612626,168.281072,0.177102104,21546,2
48536494728,coyo06,1/14/2022 12:00,2022,1,14,12,0,4.13,9,0.089166667,19,34.277932,-118.657116,GSM,Shrub,1/15/2022,-98.92711846,1660.409008,15.41408324,0.276734835,21600,7
48536494728,coyo06,1/14/2022 18:00,2022,1,14,18,0,4.13,9,0.089166667,26,34.275149,-118.639399,GSM,Shrub,1/15/2022,-10.21556153,82.36412745,88.71155693,0.079069562,21600,2
48536494728,coyo06,1/14/2022 19:03,2022,1,14,19,3,4.13,,,,34.27588333,-118.6392667,GPRS,Shrub,1/20/2022,-126.8698975,8.273426906,-116.654336,0.008137797,3750,2
48536494728,coyo06,1/14/2022 20:04,2022,1,14,20,4,4.13,,,,34.27583333,-118.6392,GPRS,Shrub,1/20/2022,-90,3.069503451,36.86989751,0.003069503,3660,2
48536494728,coyo06,1/14/2022 21:04,2022,1,14,21,4,4.13,,,,34.27583333,-118.6391667,GPRS,Shrub,1/20/2022,74.05460398,11.36176606,164.054604,0.006554865,3600,2
